Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Year_of_Hire,Date_of_termination,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode
50,no,Travel_Rarely,Research & Development,4,Male,3,5,RD,2,Divorced,19144,3,no,14,3,2,28,4,10,1,6,PHD,2011,,Dept.Head,OFFICE,2,1,no,Job Event,Contract
29,no,Travel_Frequently,Sales,2,Male,3,2,SE,4,Single,4554,1,no,18,3,0,10,3,10,0,9,PHD,2011,,Work Accident,OFFICE,2,2,yes,Walk-in,Contract
55,no,Travel_Rarely,Research & Development,20,Male,3,2,LT,4,Married,5415,3,yes,19,3,1,12,4,10,0,8,Post-Graduation,2011,,Work Accident,WFH,3,3,yes,Job Event,FullTime
38,no,Travel_Rarely,Research & Development,25,Female,2,3,RD,2,Married,12061,3,no,17,3,1,19,2,10,0,1,Graduation,2011,,Work Environment,WFH,0,1,no,Job Event,Part Time
33,no,Travel_Frequently,Research & Development,5,Female,3,3,Mngr,2,Married,11878,6,no,11,3,2,12,2,10,8,8,Graduation,2011,,Better Opportunity,OFFICE,3,2,yes,Walk-in,FullTime
30,no,Travel_Rarely,Research & Development,28,Female,3,2,RS,4,Married,5775,1,no,13,3,2,11,2,10,1,9,PHD,2011,,Salary,WFH,4,1,yes,Job Event,Contract
31,no,Travel_Frequently,Research & Development,7,Female,2,3,MD,3,Married,8943,1,no,24,4,1,10,2,10,8,9,PHD,2011,,Dept.Head,OFFICE,1,0,no,Recruiter,Contract
45,no,Travel_Rarely,Research & Development,8,Male,3,2,RS,4,Married,3697,9,no,14,3,2,12,3,10,9,8,Graduation,2011,,Work Accident,WFH,4,0,yes,Recruiter,FullTime
30,no,Travel_Rarely,Sales,5,Female,2,2,SE,3,Divorced,6118,1,no,13,3,3,10,2,10,1,2,Post-Graduation,2011,,Work Accident,WFH,2,2,yes,Job Event,FullTime
36,no,Travel_Rarely,Sales,2,Male,2,3,SE,3,Married,7596,1,no,13,3,2,10,2,10,9,0,12th,2011,,Work Accident,OFFICE,1,2,no,Job Portal,Part Time
41,no,Travel_Rarely,Sales,1,Male,4,3,SE,1,Married,8392,1,no,16,3,1,10,2,10,0,7,12th,2011,,Work Accident,OFFICE,2,2,no,Recruiter,Part Time
28,no,Travel_Rarely,Research & Development,17,Male,3,2,LT,1,Divorced,4558,1,no,12,3,1,10,2,10,1,8,Graduation,2011,,Dept.Head,WFH,2,1,yes,Job Portal,FullTime
46,no,Travel_Rarely,Research & Development,18,Female,3,2,MD,3,Divorced,4810,2,no,14,3,1,19,5,10,0,8,PHD,2011,,Work Environment,WFH,0,2,yes,Job Portal,Contract
29,no,Travel_Rarely,Research & Development,3,Male,2,3,RD,3,Married,11935,1,no,18,3,0,10,2,10,0,7,Post-Graduation,2011,,Dept.Head,WFH,0,1,no,Job Event,FullTime
36,no,Non-Travel,Sales,10,Male,3,3,SE,4,Single,9980,1,no,14,3,0,10,3,10,9,7,PHD,2011,,Work Accident,WFH,3,3,no,Recruiter,Contract
55,no,Travel_Rarely,Sales,18,Female,3,4,Mngr,2,Single,16835,3,no,23,4,0,37,2,10,7,7,Graduation,2011,,Work Accident,WFH,2,0,yes,Job Event,FullTime
42,no,Travel_Rarely,Research & Development,24,Male,3,3,MD,1,Married,7406,1,yes,21,4,1,10,5,10,5,8,Post-Graduation,2011,,Salary,WFH,3,1,no,Recruiter,Part Time
34,no,Travel_Rarely,Sales,21,Male,4,2,SE,4,Single,5337,1,no,12,3,0,10,3,10,5,7,Graduation,2011,,Salary,OFFICE,2,3,no,Job Portal,Part Time
52,no,Travel_Rarely,Research & Development,6,Male,3,2,RS,1,Divorced,5577,3,yes,12,3,2,18,3,10,6,9,12th,2011,,Dept.Head,OFFICE,3,2,no,Recruiter,Contract
42,no,Travel_Rarely,Research & Development,2,Female,3,2,HCR,4,Married,4089,1,no,13,3,2,10,4,10,2,2,12th,2011,,Salary,WFH,5,0,no,Job Portal,FullTime
34,no,Travel_Rarely,Research & Development,1,Male,3,1,RS,4,Married,2691,1,no,12,3,1,10,4,10,8,8,PHD,2011,,Better Opportunity,WFH,5,2,yes,Job Event,Part Time
37,no,Travel_Rarely,Research & Development,3,Male,3,3,MD,3,Married,9434,1,no,15,3,1,10,2,10,7,8,Post-Graduation,2011,,Better Opportunity,WFH,0,1,no,Job Event,Part Time
33,yes,Travel_Frequently,Research & Development,3,Male,3,1,RS,1,Single,3348,1,yes,11,3,0,10,3,10,9,7,Post-Graduation,2011,,Work Environment,WFH,1,3,no,Job Portal,FullTime
29,no,Travel_Frequently,Research & Development,1,Male,1,1,RS,4,Divorced,2720,1,no,18,3,1,10,5,10,2,8,Graduation,2011,,Dept.Head,WFH,4,0,no,Job Portal,FullTime
32,no,Travel_Rarely,Sales,10,Male,3,2,SE,4,Single,5396,1,no,12,3,0,10,2,10,0,8,Graduation,2011,,Salary,WFH,1,1,yes,Job Portal,FullTime
56,no,Travel_Rarely,Research & Development,9,Male,3,4,HCR,4,Married,11103,7,no,11,3,0,30,1,10,1,1,12th,2011,,Dept.Head,OFFICE,4,1,yes,Recruiter,FullTime
32,no,Travel_Frequently,Research & Development,24,Male,3,2,LT,4,Married,5309,1,no,15,3,2,10,2,10,4,7,12th,2011,,Salary,OFFICE,2,2,no,Job Event,Contract
33,yes,Travel_Rarely,Research & Development,1,Male,3,1,RS,4,Single,2686,1,yes,13,3,0,10,2,10,7,8,Graduation,2011,,Salary,WFH,2,0,no,Walk-in,Contract
36,no,Non-Travel,Sales,8,Male,2,3,SE,1,Single,7587,1,no,15,3,0,10,1,10,0,9,Graduation,2011,,Better Opportunity,OFFICE,1,1,no,Job Event,Part Time
29,no,Travel_Rarely,Research & Development,23,Male,4,1,RS,3,Married,2700,1,no,24,4,1,10,3,10,0,7,PHD,2011,,Dept.Head,OFFICE,0,2,no,Recruiter,Part Time
35,yes,Travel_Frequently,Research & Development,25,Female,3,1,RS,2,Divorced,2022,1,yes,19,3,1,10,3,10,7,8,12th,2011,,Better Opportunity,WFH,5,0,no,Recruiter,FullTime
32,no,Travel_Frequently,Sales,5,Male,3,2,SE,2,Married,6524,1,no,14,3,1,10,3,10,5,3,Post-Graduation,2011,,Dept.Head,WFH,5,3,no,Recruiter,FullTime
37,no,Non-Travel,Sales,19,Male,3,3,SE,2,Single,7642,1,yes,13,3,0,10,2,10,0,9,PHD,2011,,Work Environment,OFFICE,4,3,yes,Job Portal,Part Time
35,no,Travel_Rarely,Research & Development,21,Female,3,2,HCR,4,Married,4014,1,yes,25,4,1,10,2,10,0,7,Graduation,2011,,Better Opportunity,WFH,2,2,no,Job Portal,Contract
35,no,Travel_Rarely,Sales,3,Male,3,3,SE,4,Divorced,7823,6,no,13,3,1,12,2,10,0,8,Post-Graduation,2011,,Work Environment,OFFICE,5,1,yes,Recruiter,Part Time
33,no,Non-Travel,Sales,17,Male,3,4,Mngr,3,Single,17444,1,no,11,3,0,10,2,10,6,0,PHD,2011,,Better Opportunity,OFFICE,0,2,yes,Job Event,Contract
54,no,Travel_Rarely,Research & Development,17,Female,3,3,MD,3,Married,10739,8,no,11,3,1,22,2,10,0,8,Post-Graduation,2011,,Dept.Head,WFH,5,0,no,Walk-in,Part Time
51,yes,Travel_Rarely,Research & Development,4,Male,3,1,RS,3,Married,2461,9,yes,12,3,3,18,2,10,2,7,Graduation,2011,,Work Environment,WFH,1,1,no,Job Portal,Part Time
28,yes,Non-Travel,Research & Development,24,Male,2,3,HCR,1,Single,8722,1,no,12,3,0,10,2,10,1,9,12th,2011,,Work Accident,OFFICE,3,1,no,Recruiter,FullTime
41,no,Travel_Rarely,Research & Development,7,Female,4,1,RS,3,Married,3376,1,no,13,3,0,10,3,10,0,8,PHD,2011,,Work Accident,OFFICE,2,1,no,Job Portal,FullTime
29,no,Travel_Rarely,Research & Development,8,Male,2,2,MD,4,Married,5056,1,yes,15,3,1,10,2,10,1,2,Graduation,2011,,Work Accident,WFH,1,2,no,Walk-in,Part Time
30,no,Travel_Rarely,Sales,10,Male,2,2,SE,3,Married,6578,1,no,18,3,1,10,3,10,1,4,PHD,2011,,Dept.Head,WFH,4,3,yes,Recruiter,Part Time
29,no,Travel_Rarely,Research & Development,6,Female,3,1,LT,4,Married,3131,1,no,13,3,1,10,5,10,0,8,Post-Graduation,2011,,Work Accident,WFH,0,2,yes,Job Portal,FullTime
33,no,Travel_Frequently,Sales,25,Female,3,2,SE,3,Married,4539,1,no,12,3,1,10,3,10,0,1,Post-Graduation,2011,,Work Accident,OFFICE,5,2,no,Recruiter,FullTime
30,no,Travel_Rarely,Research & Development,7,Male,3,2,LT,3,Divorced,3491,1,no,13,3,3,10,4,10,8,9,Graduation,2011,,Better Opportunity,OFFICE,3,3,no,Job Event,Part Time
44,no,Travel_Rarely,Research & Development,2,Female,4,1,RS,4,Married,2011,1,no,13,3,1,10,5,10,7,7,Graduation,2011,,Salary,OFFICE,1,3,yes,Walk-in,Contract
54,no,Travel_Rarely,Research & Development,3,Male,3,4,RD,4,Married,17779,3,no,14,3,0,36,2,10,0,9,12th,2011,,Salary,WFH,0,0,yes,Job Event,Part Time
31,no,Travel_Rarely,Research & Development,24,Female,2,2,HCR,1,Single,6812,1,no,19,3,0,10,2,10,1,8,12th,2011,,Dept.Head,OFFICE,5,0,no,Walk-in,Part Time
34,no,Travel_Frequently,Human Resources,11,Male,2,2,HR,2,Married,4490,4,no,11,3,2,14,5,10,1,8,12th,2011,,Salary,WFH,2,3,yes,Job Portal,FullTime
44,yes,Travel_Rarely,Research & Development,15,Female,3,3,HCR,4,Married,7978,1,no,11,3,1,10,2,10,0,5,PHD,2011,,Work Environment,OFFICE,5,1,no,Job Event,Contract
32,no,Travel_Rarely,Sales,8,Male,4,2,SE,4,Married,6209,1,no,15,3,2,10,4,10,0,8,Post-Graduation,2011,,Dept.Head,WFH,0,3,no,Job Event,Part Time
32,yes,Travel_Rarely,Research & Development,7,Male,3,2,LT,3,Married,4883,1,no,18,3,1,10,3,10,1,1,Graduation,2011,,Work Accident,WFH,0,2,yes,Recruiter,FullTime
31,no,Non-Travel,Sales,2,Female,3,3,SE,3,Divorced,9852,1,yes,19,3,1,10,5,10,9,6,PHD,2011,,Work Accident,OFFICE,5,0,yes,Walk-in,FullTime
34,no,Travel_Rarely,Sales,15,Female,3,2,SE,1,Single,6125,1,no,12,3,0,10,6,10,9,6,PHD,2011,,Salary,WFH,4,1,yes,Walk-in,FullTime
58,yes,Travel_Rarely,Research & Development,7,Female,2,3,MD,1,Married,10008,7,yes,14,3,0,31,0,10,5,9,Graduation,2011,,Work Accident,WFH,3,2,no,Job Portal,Part Time
48,no,Travel_Rarely,Research & Development,4,Male,3,3,MD,4,Single,7898,1,no,11,3,0,11,2,10,0,8,PHD,2011,,Work Accident,OFFICE,0,2,yes,Walk-in,Contract
31,yes,Travel_Rarely,Research & Development,22,Male,3,2,MD,3,Married,6179,1,yes,15,3,2,10,3,10,6,7,12th,2011,,Better Opportunity,WFH,5,1,no,Job Event,Contract
29,no,Travel_Rarely,Human Resources,17,Male,2,3,HR,1,Single,7988,1,no,13,3,0,10,3,10,0,9,PHD,2011,,Dept.Head,OFFICE,2,2,yes,Recruiter,Contract
36,no,Travel_Rarely,Research & Development,4,Male,2,2,LT,4,Single,5810,1,no,16,3,0,10,2,10,1,8,12th,2011,,Better Opportunity,WFH,4,2,no,Job Event,Part Time
31,yes,Travel_Frequently,Research & Development,1,Female,4,3,MD,2,Single,7446,1,no,11,3,0,10,2,10,4,7,Post-Graduation,2011,,Salary,WFH,2,2,yes,Job Portal,Contract
29,no,Travel_Rarely,Sales,19,Male,2,2,SE,3,Divorced,8620,1,no,14,3,2,10,3,10,0,4,12th,2011,,Salary,WFH,0,0,no,Walk-in,FullTime
34,no,Travel_Rarely,Sales,1,Male,2,3,SE,3,Married,7083,1,yes,14,3,0,10,3,10,8,6,Graduation,2011,,Better Opportunity,WFH,3,2,yes,Job Portal,Contract
37,no,Travel_Rarely,Research & Development,13,Male,3,2,RS,4,Married,4285,1,no,17,3,0,10,2,10,3,7,PHD,2011,,Work Environment,OFFICE,1,3,no,Job Portal,FullTime
45,no,Travel_Rarely,Research & Development,1,Male,3,3,HCR,2,Divorced,7441,1,no,12,3,3,10,4,10,7,7,PHD,2011,,Better Opportunity,OFFICE,4,0,no,Job Event,Part Time
30,yes,Travel_Rarely,Sales,1,Male,2,2,SE,1,Married,9714,1,no,11,3,1,10,4,10,6,7,Post-Graduation,2011,,Dept.Head,WFH,5,1,no,Job Event,Part Time
29,no,Travel_Rarely,Research & Development,3,Male,3,1,LT,1,Single,4723,1,yes,18,3,0,10,3,10,1,5,PHD,2011,,Salary,WFH,3,1,yes,Walk-in,FullTime
35,no,Travel_Rarely,Research & Development,28,Male,4,2,LT,3,Married,3407,1,no,17,3,2,10,3,10,6,8,PHD,2011,,Work Accident,OFFICE,3,3,yes,Recruiter,Contract
45,no,Travel_Rarely,Research & Development,5,Female,1,2,LT,1,Single,5769,1,yes,14,3,0,10,3,10,1,4,PHD,2011,,Work Environment,WFH,4,3,yes,Walk-in,Part Time
45,no,Non-Travel,Sales,26,Male,2,2,SE,1,Married,4385,1,no,15,3,1,10,2,10,4,5,Graduation,2011,,Dept.Head,OFFICE,3,3,yes,Job Portal,FullTime
39,no,Travel_Rarely,Research & Development,3,Male,2,2,LT,3,Divorced,3069,0,no,15,3,1,11,3,10,0,7,Graduation,2011,,Dept.Head,WFH,5,0,yes,Job Event,Contract
45,no,Travel_Rarely,Research & Development,2,Female,2,2,MD,4,Divorced,5770,1,no,19,3,2,10,3,10,3,9,12th,2011,,Work Environment,WFH,1,3,yes,Recruiter,Part Time
44,no,Travel_Frequently,Human Resources,1,Male,3,2,HR,4,Married,5743,4,yes,11,3,0,14,3,10,0,2,Post-Graduation,2011,,Better Opportunity,OFFICE,3,2,yes,Recruiter,Part Time
54,no,Travel_Rarely,Research & Development,22,Female,3,4,Mngr,3,Married,17426,3,no,25,4,1,36,6,10,4,7,12th,2011,,Work Accident,WFH,1,0,no,Recruiter,Contract
29,no,Travel_Rarely,Sales,5,Male,2,2,SE,2,Divorced,4187,1,yes,13,3,1,10,3,10,0,9,Post-Graduation,2011,,Work Accident,WFH,4,3,no,Job Portal,Contract
31,no,Travel_Rarely,Sales,5,Female,3,2,SE,4,Married,5476,1,no,11,3,2,10,2,10,0,2,Post-Graduation,2011,,Salary,WFH,5,2,no,Recruiter,Contract
34,no,Travel_Rarely,Research & Development,19,Female,2,1,RS,4,Married,2929,1,no,12,3,0,10,3,10,8,7,12th,2011,,Better Opportunity,WFH,0,2,no,Job Event,FullTime
43,no,Travel_Rarely,Sales,2,Male,3,2,SE,4,Married,7847,1,yes,17,3,1,10,3,10,8,8,Graduation,2011,,Better Opportunity,OFFICE,5,0,yes,Job Event,Contract
41,no,Travel_Rarely,Sales,6,Male,3,3,SE,3,Single,9241,1,no,12,3,0,10,3,10,8,7,Post-Graduation,2011,,Work Accident,WFH,5,3,yes,Walk-in,Part Time
46,no,Travel_Rarely,Research & Development,13,Male,3,2,HCR,2,Single,5562,6,no,14,3,0,19,3,10,0,9,12th,2011,,Salary,WFH,4,2,no,Job Event,Contract
30,no,Travel_Rarely,Research & Development,16,Male,3,1,RS,4,Married,2862,1,no,12,3,1,10,2,10,0,8,Graduation,2011,,Work Accident,WFH,3,3,yes,Job Event,Part Time
46,no,Travel_Rarely,Sales,2,Male,3,3,SE,4,Divorced,10368,4,yes,12,3,1,13,5,10,0,3,PHD,2011,,Work Accident,WFH,0,1,yes,Job Portal,Contract
37,no,Travel_Rarely,Human Resources,8,Male,3,2,HR,2,Divorced,4071,2,no,13,3,0,19,4,10,4,7,Post-Graduation,2011,,Dept.Head,OFFICE,2,1,no,Recruiter,Contract
35,yes,Travel_Rarely,Sales,27,Male,3,2,SE,4,Single,5813,1,yes,18,3,0,10,2,10,7,7,Graduation,2011,,Work Environment,OFFICE,4,1,yes,Job Event,Contract
33,no,Travel_Rarely,Research & Development,8,Male,4,1,RS,1,Married,3143,6,no,19,3,1,14,1,10,7,6,PHD,2011,,Work Accident,OFFICE,0,0,no,Walk-in,Part Time
37,yes,Travel_Rarely,Research & Development,10,Male,3,2,MD,1,Single,4213,1,no,15,3,0,10,4,10,0,8,PHD,2011,,Salary,OFFICE,4,2,yes,Job Portal,FullTime
34,no,Travel_Rarely,Sales,8,Male,4,2,SE,3,Married,6799,1,no,21,4,2,10,5,10,4,8,Graduation,2011,,Better Opportunity,OFFICE,0,3,yes,Recruiter,FullTime
36,no,Travel_Rarely,Sales,10,Female,2,2,SE,3,Married,5673,1,yes,13,3,1,10,4,10,1,7,Post-Graduation,2011,,Work Environment,WFH,4,1,yes,Walk-in,Part Time
31,no,Travel_Rarely,Research & Development,20,Male,3,2,LT,3,Divorced,4197,1,no,11,3,1,10,2,10,0,2,PHD,2011,,Work Environment,WFH,4,1,no,Walk-in,Contract
36,no,Travel_Frequently,Human Resources,2,Male,2,2,HR,4,Single,3886,1,no,21,4,0,10,2,10,0,8,PHD,2011,,Work Environment,WFH,1,3,no,Recruiter,Part Time
33,no,Travel_Rarely,Sales,10,Male,3,2,SE,3,Single,5487,1,no,14,3,0,10,2,10,0,9,PHD,2011,,Better Opportunity,OFFICE,0,1,yes,Walk-in,FullTime
39,no,Travel_Rarely,Research & Development,9,Male,3,2,MD,1,Married,5151,1,no,25,4,1,10,3,10,7,9,Post-Graduation,2011,,Work Accident,WFH,5,2,yes,Job Event,Contract
31,no,Travel_Frequently,Research & Development,1,Male,1,2,RS,1,Married,5003,1,no,21,4,0,10,6,10,8,7,Graduation,2011,,Work Environment,OFFICE,3,3,yes,Walk-in,FullTime
35,no,Travel_Rarely,Sales,7,Female,3,2,SE,4,Married,5204,1,yes,11,3,0,10,2,10,0,9,12th,2011,,Work Environment,OFFICE,0,2,no,Walk-in,Part Time
31,yes,Travel_Frequently,Sales,26,Male,3,2,SE,4,Married,5617,1,yes,11,3,0,10,4,10,0,8,12th,2011,,Better Opportunity,OFFICE,1,0,no,Job Event,Contract
43,no,Travel_Rarely,Research & Development,11,Male,3,3,HCR,3,Married,7510,1,no,17,3,1,10,1,10,0,9,12th,2011,,Dept.Head,WFH,1,1,no,Job Event,Contract
55,no,Travel_Rarely,Human Resources,26,Male,4,5,Mngr,2,Married,19636,4,yes,18,3,1,35,0,10,1,4,12th,2011,,Dept.Head,OFFICE,1,3,no,Walk-in,FullTime
40,no,Travel_Frequently,Research & Development,11,Female,3,2,LT,3,Married,6323,1,no,11,3,1,10,2,10,9,4,Graduation,2011,,Better Opportunity,OFFICE,5,3,yes,Recruiter,Contract
35,no,Travel_Rarely,Research & Development,9,Male,3,2,RS,3,Single,5098,1,no,19,3,0,10,5,10,0,8,Graduation,2011,,Dept.Head,OFFICE,2,0,yes,Recruiter,FullTime
56,yes,Travel_Rarely,Research & Development,7,Male,3,1,LT,3,Married,2339,8,no,11,3,1,14,4,10,9,8,Post-Graduation,2011,,Work Accident,WFH,5,3,no,Job Portal,Contract
38,no,Travel_Rarely,Sales,10,Female,3,2,SE,4,Married,5343,1,no,11,3,1,10,1,10,1,9,Graduation,2011,,Dept.Head,WFH,2,1,no,Job Event,Part Time
35,no,Travel_Frequently,Research & Development,18,Male,3,2,HCR,3,Married,5689,1,yes,14,3,2,10,2,10,0,2,Post-Graduation,2011,,Salary,WFH,5,1,yes,Walk-in,Contract
31,no,Travel_Rarely,Research & Development,8,Female,3,2,MD,4,Single,4424,1,no,23,4,0,11,2,11,1,8,12th,2010,,Work Environment,WFH,2,0,no,Walk-in,FullTime
30,no,Travel_Rarely,Research & Development,2,Male,2,2,HCR,4,Married,4152,1,no,19,3,3,11,3,11,10,8,PHD,2010,,Dept.Head,OFFICE,4,1,yes,Job Portal,FullTime
30,no,Travel_Rarely,Sales,4,Female,2,2,SE,2,Divorced,5209,1,yes,12,3,3,11,4,11,2,7,Graduation,2010,,Salary,WFH,1,1,yes,Job Event,FullTime
32,no,Travel_Rarely,Sales,6,Male,3,2,SE,3,Single,5010,1,no,16,3,0,12,0,11,5,7,12th,2010,,Work Environment,WFH,2,1,no,Job Event,Contract
34,no,Travel_Rarely,Research & Development,5,Female,2,3,Mngr,1,Single,11631,2,no,12,3,0,14,6,11,5,8,12th,2010,,Work Accident,OFFICE,0,1,no,Job Event,Contract
30,no,Travel_Rarely,Human Resources,9,Male,3,2,HR,4,Married,6347,0,yes,19,3,0,12,2,11,4,7,Post-Graduation,2010,,Work Accident,WFH,5,2,no,Job Event,FullTime
30,no,Non-Travel,Research & Development,1,Male,2,3,MD,3,Single,8474,1,no,22,4,0,12,2,11,5,8,Graduation,2010,,Work Accident,OFFICE,4,2,no,Recruiter,FullTime
29,no,Travel_Frequently,Sales,1,Female,3,3,SE,4,Married,7918,1,no,14,3,1,11,5,11,4,1,Post-Graduation,2010,,Dept.Head,OFFICE,3,3,yes,Recruiter,Part Time
34,no,Travel_Rarely,Research & Development,2,Male,2,2,MD,1,Married,5957,6,no,13,3,1,13,3,11,5,9,12th,2010,,Work Accident,OFFICE,3,2,yes,Recruiter,FullTime
35,no,Travel_Rarely,Sales,16,Male,3,3,SE,2,Married,8020,0,no,15,3,2,12,3,11,6,9,Post-Graduation,2010,,Better Opportunity,WFH,1,3,yes,Walk-in,Part Time
38,no,Travel_Rarely,Research & Development,15,Male,2,3,RD,4,Divorced,11510,0,yes,14,3,1,12,3,11,2,9,Graduation,2010,,Better Opportunity,WFH,1,3,no,Job Event,FullTime
31,no,Travel_Rarely,Research & Development,7,Female,3,3,MD,4,Single,7143,1,yes,14,3,0,11,2,11,4,10,12th,2010,,Work Accident,WFH,4,3,yes,Job Portal,Part Time
30,no,Non-Travel,Research & Development,2,Female,3,1,LT,4,Single,2564,0,no,14,3,0,12,2,11,6,7,Graduation,2010,,Dept.Head,WFH,0,0,no,Walk-in,Contract
35,no,Travel_Rarely,Sales,1,Male,3,2,SE,3,Married,4717,9,no,11,3,0,15,2,11,6,9,12th,2010,,Work Environment,OFFICE,5,1,no,Job Event,Contract
36,no,Travel_Rarely,Research & Development,2,Male,3,1,LT,3,Single,2519,4,no,21,4,0,16,6,11,3,9,Graduation,2010,,Work Environment,OFFICE,0,3,no,Job Portal,Part Time
40,no,Travel_Rarely,Research & Development,20,Male,3,3,HCR,4,Married,10322,4,no,20,4,1,14,6,11,11,1,12th,2010,,Salary,WFH,3,3,yes,Walk-in,Contract
36,no,Non-Travel,Research & Development,18,Male,3,2,MD,4,Single,7779,2,no,20,4,0,18,0,11,0,9,Post-Graduation,2010,,Better Opportunity,WFH,4,3,no,Recruiter,FullTime
29,yes,Travel_Rarely,Sales,23,Female,2,3,SE,1,Married,7336,1,no,13,3,1,11,3,11,3,10,12th,2010,,Work Accident,WFH,3,2,yes,Walk-in,Part Time
60,no,Travel_Rarely,Sales,7,Male,4,2,SE,4,Divorced,5220,0,yes,18,3,1,12,3,11,1,9,Post-Graduation,2010,,Better Opportunity,WFH,3,1,no,Walk-in,FullTime
30,no,Travel_Rarely,Research & Development,1,Male,3,1,RS,2,Married,3579,0,yes,21,4,1,12,2,11,5,7,12th,2010,,Dept.Head,OFFICE,0,1,no,Job Event,Part Time
36,no,Travel_Frequently,Research & Development,3,Male,3,1,RS,2,Married,3692,1,no,12,3,0,12,2,11,0,7,Post-Graduation,2010,,Salary,WFH,4,3,yes,Walk-in,Part Time
46,no,Travel_Rarely,Sales,4,Female,2,5,Mngr,2,Married,18789,2,no,14,3,1,26,2,11,0,8,Post-Graduation,2010,,Dept.Head,OFFICE,0,2,no,Job Portal,Part Time
34,no,Travel_Frequently,Research & Development,19,Female,3,2,LT,2,Divorced,4444,4,no,13,3,2,15,2,11,5,10,Post-Graduation,2010,,Salary,WFH,1,2,yes,Job Event,FullTime
35,no,Travel_Rarely,Research & Development,16,Female,2,3,HCR,2,Single,8606,1,no,19,3,0,11,3,11,3,3,Graduation,2010,,Work Accident,OFFICE,5,3,yes,Walk-in,Contract
34,no,Travel_Rarely,Sales,7,Male,3,1,SRep,3,Married,2308,0,yes,25,4,1,12,4,11,5,7,Post-Graduation,2010,,Work Accident,WFH,1,2,yes,Recruiter,FullTime
34,no,Travel_Rarely,Research & Development,3,Female,3,2,RS,2,Divorced,5433,1,no,12,3,1,11,2,11,7,9,12th,2010,,Salary,WFH,0,3,no,Job Event,Part Time
35,yes,Travel_Frequently,Sales,12,Male,3,2,SE,4,Single,4581,3,yes,24,4,0,13,2,11,6,7,Post-Graduation,2010,,Salary,OFFICE,4,0,yes,Recruiter,FullTime
33,no,Non-Travel,Sales,2,Female,3,2,SE,2,Single,5147,8,no,15,3,0,13,2,11,1,7,PHD,2010,,Work Environment,OFFICE,5,2,no,Walk-in,Contract
38,no,Non-Travel,Human Resources,2,Male,3,1,HR,2,Divorced,2592,5,no,13,3,3,13,3,11,3,8,12th,2010,,Work Accident,OFFICE,5,3,yes,Job Portal,Part Time
29,no,Travel_Frequently,Research & Development,20,Male,3,1,LT,4,Married,3812,1,no,13,3,0,11,3,11,3,10,12th,2010,,Work Environment,OFFICE,1,2,no,Job Portal,Part Time
31,no,Non-Travel,Research & Development,10,Female,3,3,RD,3,Married,11031,4,no,20,4,1,13,2,11,4,8,12th,2010,,Work Environment,WFH,1,2,yes,Job Event,Part Time
40,no,Travel_Rarely,Sales,2,Female,3,2,SE,2,Married,5677,3,no,14,3,1,15,4,11,5,10,PHD,2010,,Work Environment,WFH,3,2,yes,Walk-in,Part Time
34,no,Travel_Rarely,Research & Development,7,Female,3,3,RD,2,Single,11994,0,no,11,3,0,13,4,12,2,11,PHD,2009,,Dept.Head,WFH,3,2,yes,Job Event,Contract
30,no,Travel_Frequently,Research & Development,1,Female,3,2,LT,4,Single,4011,1,no,23,4,0,12,2,12,3,7,Graduation,2009,,Better Opportunity,WFH,1,1,yes,Recruiter,FullTime
40,no,Travel_Rarely,Sales,4,Male,2,3,SE,4,Married,10855,7,no,11,3,1,15,2,12,2,11,Graduation,2009,,Salary,OFFICE,1,1,no,Walk-in,Part Time
30,no,Non-Travel,Research & Development,9,Male,3,2,LT,1,Divorced,3072,1,no,11,3,2,12,4,12,6,10,Graduation,2009,,Salary,OFFICE,3,1,no,Job Portal,Part Time
53,no,Travel_Rarely,Research & Development,23,Female,3,4,RD,4,Single,14275,6,no,18,3,0,33,0,12,3,8,12th,2009,,Dept.Head,OFFICE,4,1,yes,Walk-in,Contract
50,no,Travel_Rarely,Research & Development,24,Male,3,4,MD,3,Married,13973,3,yes,18,3,1,22,2,12,1,5,12th,2009,,Work Environment,OFFICE,3,2,yes,Job Portal,Contract
44,no,Travel_Rarely,Sales,28,Female,4,4,SE,4,Married,13320,3,yes,18,3,1,23,2,12,11,11,Graduation,2009,,Dept.Head,OFFICE,4,2,no,Job Event,Contract
46,no,Travel_Rarely,Sales,3,Male,3,4,Mngr,3,Married,17465,3,no,12,3,1,23,3,12,4,9,Graduation,2009,,Work Environment,OFFICE,5,0,yes,Recruiter,Contract
40,no,Travel_Rarely,Research & Development,2,Female,4,2,HCR,3,Divorced,6377,5,no,20,4,3,15,0,12,11,8,12th,2009,,Work Environment,WFH,5,3,no,Job Event,Contract
42,no,Travel_Frequently,Research & Development,9,Female,3,1,LT,4,Single,3673,1,no,13,3,0,12,3,12,5,8,PHD,2009,,Dept.Head,WFH,3,2,no,Job Portal,Part Time
